unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status,employment_status_description,occupation,months_employed,borrower_state_num,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,Fico_rating,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,rating_num,prosper_rating
453,10000,10000,0.1349,0.1815,36,344.16,6,"$100,000+",10416.6667,0,Employed,Attorney,52,44,WI,Delafield,1,15000,0,0,1,1,0,22,0,FALSE,4,720-739,0.4405,TRUE,0.4405,22500,1,B
454,13500,13500,0.053,0.0795,36,412.53,3,"$25,000-49,999",3695,2,Other,Truck Driver,56,4,CA,RIALTO,2,22000,0,0,1,1,0,3,0,FALSE,7,780-799,0.1188,TRUE,0.1188,7390,0,AA
455,10000,10000,0.0964,0.1422,36,325.68,3,"$25,000-49,999",3916.6667,0,Employed,Teacher,63,4,CA,Bakersfield,1,10000,0,0,0,0,0,16,0,FALSE,4,720-739,0.1615,TRUE,0.1615,8083.3333,0,A
456,12000,12000,0.0909,0.1233,60,255.5,6,"$100,000+",19166.6667,0,Employed,Professional,67,40,TX,Canyon,6,88600,0,0,58,58,0,9,0,FALSE,5,740-759,0.2467,TRUE,0.2467,21666.6667,0,A
457,35000,35000,0.0969,0.1294,60,755.59,5,"$75,000-99,999",6800,2,Other,Teacher,19,35,PA,White Oak,2,47000,0,0,4,4,0,9,0,FALSE,6,760-779,0.14,TRUE,0.14,8466.6667,0,AA
458,6500,6500,0.0969,0.1427,36,211.85,3,"$25,000-49,999",2400,0,Employed,Other,7,8,FL,Melbourne,1,6000,0,0,1,1,0,33,0,FALSE,5,740-759,0.2872,TRUE,0.2872,6400,0,A
459,15000,15000,0.053,0.0794,36,458.37,4,"$50,000-74,999",5000,0,Employed,Truck Driver,154,13,IN,LaGrange,2,16000,0,0,1,1,0,22,0,FALSE,7,780-799,0.1689,TRUE,0.1689,5916.6667,0,AA
460,25000,25000,0.1898,0.2245,60,662.07,6,"$100,000+",9166.6667,0,Employed,Clergy,41,4,CA,Chula Vista,1,28000,0,0,0,0,0,31,0,FALSE,1,660-679,0.146,TRUE,0.146,18333.3333,1,C
461,20000,20000,0.0969,0.1295,60,431.76,5,"$75,000-99,999",7166.6667,0,Employed,Retail Management,144,31,NY,Yonkers,1,22000,0,0,0,0,0,14,0,FALSE,5,740-759,0.204,TRUE,0.204,10166.6667,0,AA
462,8000,8000,0.0969,0.1294,60,172.71,4,"$50,000-74,999",4166.6667,0,Employed,Other,17,9,GA,Covington,3,25600,0,0,1,1,0,20,0,FALSE,6,760-779,0.153,TRUE,0.153,7366.6667,0,AA
463,20000,20000,0.109,0.155,36,663.33,2,"$1-24,999",666.6667,0,Employed,Food Service,36,10,HI,Kamuela,1,15000,0,0,0,0,0,28,0,FALSE,4,720-739,0.2604,TRUE,0.2604,11500,0,A
464,13000,13000,0.053,0.0794,36,397.25,6,"$100,000+",12750,0,Employed,Sales - Retail,40,41,UT,Hooper,3,50400,6028.93,0,0,0,0,13,0,FALSE,7,780-799,0.17,TRUE,0.17,17083.3333,0,AA
465,10000,10000,0.2764,0.3263,36,417.1,5,"$75,000-99,999",7833.3333,0,Employed,Nurse (RN),366,3,AZ,SNOWFLAKE,2,19000,3314.86,0,0,0,0,21,0,FALSE,4,720-739,0.5047,TRUE,0.5047,14865.1667,2,D
466,18500,18500,0.0999,0.1325,60,402.14,6,"$100,000+",11916.6667,0,Employed,Skilled Labor,275,20,MI,Adrian,1,6700,0,0,0,0,0,2,0,FALSE,3,700-719,0.0707,TRUE,0.0707,23833.3333,0,A
467,31000,31000,0.1249,0.1713,36,1051.84,6,"$100,000+",49583.3333,0,Employed,Attorney,37,28,NJ,Verona,2,39500,0,0,0,0,0,22,0,FALSE,2,680-699,0.1988,TRUE,0.1988,74166.6667,1,B
468,7000,7000,0.1064,0.1523,36,231.3,3,"$25,000-49,999",3813.3333,0,Employed,Truck Driver,17,35,PA,BANGOR,1,10000,0,0,0,0,0,30,0,FALSE,5,740-759,0.2777,TRUE,0.2777,7843.3333,0,A
469,13500,13500,0.1089,0.1417,60,299.55,4,"$50,000-74,999",5000,0,Employed,Truck Driver,4,37,SC,Catawba,2,13000,0,0,0,0,0,10,0,FALSE,3,700-719,0.1482,TRUE,0.1482,5333.3333,0,A
470,8500,8500,0.1684,0.2158,36,306.61,5,"$75,000-99,999",7083.3333,0,Employed,Skilled Labor,223,16,LA,Lockport,2,21000,0,0,18,4,14,32,0,FALSE,2,680-699,0.2044,TRUE,0.2044,9166.6667,1,C
471,20000,20000,0.0969,0.1294,60,431.76,5,"$75,000-99,999",6666.6667,0,Employed,Other,19,13,IN,Charlestown,1,12000,0,0,6,6,0,52,0,FALSE,8,800-819,0.1372,TRUE,0.1372,13333.3333,0,AA
472,35000,35000,0.195,0.2298,60,937.05,6,"$100,000+",9166.6667,0,Employed,Fireman,241,17,MA,ATTLEBORO,1,20000,0,0,1,1,0,4,0,FALSE,3,700-719,0.3285,TRUE,0.3285,16666.6667,1,C
473,10500,10500,0.0999,0.1325,60,228.24,3,"$25,000-49,999",3166.6667,0,Employed,Medical Technician,0,43,WA,Spokane,2,9200,2045.39,0,0,0,0,14,0,FALSE,7,780-799,0.27,TRUE,0.27,6250,0,A
474,35000,35000,0.0964,0.1421,36,1139.9,4,"$50,000-74,999",5416.6667,0,Employed,Professional,29,35,PA,MONROEVILLE,1,10000,0,0,0,0,0,17,0,FALSE,5,740-759,0.274,TRUE,0.274,7583.3333,0,A
475,15000,15000,0.1179,0.1509,60,339.69,4,"$50,000-74,999",5750,0,Employed,Professional,194,28,NJ,Pennsville Township,2,18500,0,0,0,0,0,7,0,FALSE,3,700-719,0.2228,TRUE,0.2228,10125,1,B
476,21000,21000,0.1028,0.1354,60,459.53,4,"$50,000-74,999",5000,0,Employed,Professional,164,13,IN,Dyer,1,8000,0,0,0,0,0,22,0,FALSE,4,720-739,0.2179,TRUE,0.2179,10083.3333,0,A
477,2500,2500,0.0959,0.1416,36,81.36,4,"$50,000-74,999",4666.6667,0,Employed,Nurse (RN),33,21,MN,Kasson,1,2000,0,0,0,0,0,26,0,FALSE,6,760-779,0.1067,TRUE,0.1067,8666.6667,0,A
478,10000,10000,0.2794,0.3294,36,418.73,4,"$50,000-74,999",6000,0,Employed,Truck Driver,48,3,AZ,Phoenix,3,32000,5987.2,0,0,0,0,18,0,FALSE,2,680-699,0.2123,TRUE,0.2123,14416.6667,2,E
479,16000,16000,0.1279,0.1611,60,370.55,4,"$50,000-74,999",5333.3333,0,Employed,Teacher,145,12,IL,Rockford,2,24000,10197.88,0,0,0,0,41,0,FALSE,5,740-759,0.2005,TRUE,0.2005,12833.3333,1,B
480,15000,15000,0.0969,0.1294,60,323.82,5,"$75,000-99,999",7616.6667,2,Other,Teacher,35,39,TN,Spring Hill,25,297900,65357.9,0,0,0,0,27,1,FALSE,8,800-819,0.0666,TRUE,0.0666,15200,0,AA
481,12000,12000,0.053,0.0795,36,366.7,4,"$50,000-74,999",4500,0,Employed,Other,7,32,OH,Columbus,1,15000,0,0,0,0,0,35,0,FALSE,8,800-819,0.0836,TRUE,0.0836,14750,0,AA
482,25000,25000,0.2264,0.275,36,976.1,5,"$75,000-99,999",6666.6667,0,Employed,Food Service Management,30,37,SC,Lexington,2,7500,2842.63,0,0,0,0,26,0,FALSE,1,660-679,0.41,TRUE,0.41,11250,2,D
483,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",11266.6667,0,Employed,Executive,65,22,MO,KCMO,1,30000,0,0,0,0,0,27,0,FALSE,5,740-759,0.2052,TRUE,0.2052,15850,0,AA
484,16500,16500,0.0969,0.1294,60,356.2,4,"$50,000-74,999",5416.6667,0,Employed,Truck Driver,112,32,OH,Clarksville,2,24500,0,0,0,0,0,14,0,FALSE,1,660-679,0.1436,TRUE,0.1436,7500,0,A
485,12400,12400,0.053,0.0794,36,378.92,6,"$100,000+",18750,0,Employed,Executive,9,28,NJ,Robbinsville,4,100000,22589.26,0,1,1,0,8,0,FALSE,7,780-799,0.1746,TRUE,0.1746,20000,0,AA
486,7000,7000,0.1028,0.1354,60,153.18,5,"$75,000-99,999",7083.3333,0,Employed,Construction,39,22,MO,INDEPENDENCE,1,10000,0,0,0,0,0,1,0,FALSE,3,700-719,0.1171,TRUE,0.1171,12500,0,A
487,2000,2000,0.2264,0.275,36,78.09,4,"$50,000-74,999",4916.6667,2,Other,Clerical,29,40,TX,Edinburg,2,14000,0,0,0,0,0,3,0,FALSE,0,640-659,0.37,TRUE,0.37,9833.3333,2,D
488,5000,5000,0.2874,0.3247,60,160.97,5,"$75,000-99,999",7083.3333,2,Other,Fireman,3,12,IL,Fulton,2,37200,0,0,0,0,0,26,0,FALSE,3,700-719,0.4911,TRUE,0.4911,11916.6667,2,E
489,30000,30000,0.195,0.2298,60,803.19,3,"$25,000-49,999",3813.3333,0,Employed,Other,0,34,OR,SCIO,1,10000,0,0,0,0,0,24,0,FALSE,4,720-739,0.194,TRUE,0.194,8746.6667,1,C
490,35000,35000,0.1279,0.1743,36,1192.65,6,"$100,000+",21158.6667,0,Employed,Accountant/CPA,151,4,CA,Orangevale,3,55000,0,0,0,0,0,1,0,FALSE,3,700-719,0.2224,TRUE,0.2224,27408.6667,1,B
491,15000,15000,0.1249,0.1713,36,508.96,3,"$25,000-49,999",3833.3333,0,Employed,Other,185,3,AZ,Safford,1,18000,0,0,0,0,0,31,0,FALSE,3,700-719,0.36,TRUE,0.36,6000,1,B
492,10000,10000,0.2869,0.3242,60,321.63,4,"$50,000-74,999",4183.3333,0,Employed,Analyst,6,38,SD,CUSTER,1,7500,0,0,0,0,0,14,0,FALSE,2,680-699,0.2,TRUE,0.2,11850,2,E
493,3000,3000,0.1179,0.1509,60,67.94,3,"$25,000-49,999",3666.6667,2,Other,Laborer,21,44,WI,Weyauwega,6,67120,0,0,1,1,0,3,0,FALSE,3,700-719,0.0236,TRUE,0.0236,5333.3333,1,B
494,13000,13000,0.1489,0.1826,60,315.38,4,"$50,000-74,999",5833.3333,0,Employed,Other,100,36,RI,Hope,3,17500,0,0,9,9,0,12,0,FALSE,3,700-719,0.3585,TRUE,0.3585,7083.3333,1,B
495,30000,30000,0.0909,0.1233,60,638.74,6,"$100,000+",14583.3333,0,Employed,Professional,31,23,MS,Lafayette Springs,2,9000,0,0,0,0,0,24,0,FALSE,4,720-739,0.1793,TRUE,0.1793,20583.3333,0,A
496,18000,18000,0.0959,0.1416,36,585.81,4,"$50,000-74,999",5416.6667,0,Employed,Social Worker,45,19,ME,Chelsea,1,20000,0,0,0,0,0,9,0,FALSE,0,640-659,0.1173,TRUE,0.1173,10000,0,A
497,31500,31500,0.2129,0.2482,60,875.2,5,"$75,000-99,999",6500,0,Employed,Professional,217,8,FL,Sorrento,1,20000,0,0,0,0,0,15,0,FALSE,4,720-739,0.2584,TRUE,0.2584,15666.6667,1,C
498,35000,35000,0.0959,0.1416,36,1139.07,4,"$50,000-74,999",4583.3333,0,Employed,Construction,23,43,WA,Montesano,1,30000,0,0,0,0,0,34,0,FALSE,6,760-779,0.1549,TRUE,0.1549,13083.3333,0,A
499,35000,35000,0.1028,0.1355,60,765.88,4,"$50,000-74,999",5666.6667,0,Employed,Nurse (LPN),212,40,TX,Georgetown,1,12000,0,0,0,0,0,20,0,FALSE,6,760-779,0.1433,TRUE,0.1433,14833.3333,0,A
500,12000,12000,0.0804,0.1258,36,381.82,4,"$50,000-74,999",4166.6667,2,Other,Construction,106,28,NJ,Sussex,2,27500,0,0,0,0,0,11,0,FALSE,5,740-759,0.3122,TRUE,0.3122,5583.3333,0,AA
501,25500,25500,0.1034,0.1493,36,838.95,6,"$100,000+",10916.6667,0,Employed,Executive,333,44,WI,Superior,2,60000,9475,0,1,1,0,42,0,FALSE,5,740-759,0.3417,TRUE,0.3417,14500,0,A
502,15000,15000,0.1349,0.1683,60,352.85,4,"$50,000-74,999",5416.6667,0,Employed,Other,2,5,CO,JOHNSTOWN,6,99507,11654.76,0,0,0,0,17,1,FALSE,1,660-679,0.2092,TRUE,0.2092,7916.6667,1,B
503,6300,6300,0.0969,0.1294,60,136.01,4,"$50,000-74,999",5000,0,Employed,Other,22,2,AR,Springdale,1,7000,0,0,0,0,0,7,0,FALSE,8,800-819,0.0988,TRUE,0.0988,9375,0,A
504,35000,35000,0.0999,0.1325,60,760.81,5,"$75,000-99,999",8083.3333,0,Employed,Analyst,36,18,MD,BRANDYWINE,1,20000,0,0,0,0,0,22,0,FALSE,8,800-819,0.3509,TRUE,0.3509,15500,0,A
505,16500,16500,0.0969,0.1294,60,356.2,5,"$75,000-99,999",7021.6667,0,Employed,Analyst,195,40,TX,Temple,2,26000,6163.85,0,0,0,0,36,0,FALSE,4,720-739,0.0732,TRUE,0.0732,13418.3333,0,AA
506,20000,20000,0.0969,0.1294,60,431.76,3,"$25,000-49,999",3740.5,0,Employed,Retail Management,77,20,MI,Holland,1,2000,0,0,0,0,0,16,0,FALSE,8,800-819,0.1384,TRUE,0.1384,6990.5,0,AA
507,15000,15000,0.0924,0.138,36,485.7,3,"$25,000-49,999",3938.3333,2,Other,Construction,36,14,KS,Wellington,4,34000,5143.32,0,7,7,0,15,0,FALSE,6,760-779,0.4,TRUE,0.4,4980,0,AA
508,35000,35000,0.1219,0.155,60,799.77,5,"$75,000-99,999",8325,0,Employed,Analyst,7,43,WA,Anacortes,2,24045,0,0,0,0,0,1,0,FALSE,9,820-850,0.1787,TRUE,0.1787,16575,1,B
509,20000,20000,0.0974,0.1431,36,652.31,6,"$100,000+",33333.3333,0,Employed,Executive,274,43,WA,Olympia,2,35000,0,0,1,1,0,8,0,FALSE,3,700-719,0.164,TRUE,0.164,45833.3333,0,A
510,8000,8000,0.1219,0.155,60,182.8,2,"$1-24,999",1187,2,Other,Skilled Labor,20,33,OK,Tulsa,4,41500,0,0,18,18,0,11,0,FALSE,6,760-779,0.1395,TRUE,0.1395,3733,1,B
511,19000,19000,0.0969,0.1294,60,410.17,5,"$75,000-99,999",8166.6667,0,Employed,Engineer - Electrical,146,12,IL,Wheeling,1,20000,0,0,0,0,0,20,0,FALSE,6,760-779,0.1014,TRUE,0.1014,12000,0,A
512,5000,5000,0.1379,0.1845,36,172.81,5,"$75,000-99,999",7250,0,Employed,Accountant/CPA,229,42,VA,Chesapeake,2,40000,0,0,1,1,0,34,0,FALSE,1,660-679,0.49,TRUE,0.49,13083.3333,1,B
513,20000,20000,0.195,0.2298,60,535.46,3,"$25,000-49,999",3583.3333,0,Employed,Clerical,160,25,NC,Greensboro,2,37500,10442.69,0,0,0,0,0,0,FALSE,4,720-739,0.417,TRUE,0.417,5500,1,C
514,15000,15000,0.0804,0.1258,36,477.28,6,"$100,000+",21666.6667,0,Employed,Accountant/CPA,37,14,KS,Shawnee,3,59000,0,0,1,1,0,9,0,FALSE,5,740-759,0.1346,TRUE,0.1346,28333.3333,0,AA
515,35000,35000,0.1115,0.1443,60,781.21,6,"$100,000+",11666.6667,0,Employed,Executive,79,40,TX,Coppell,1,35000,0,0,0,0,0,37,0,FALSE,3,700-719,0.1872,TRUE,0.1872,19083.3333,0,A
516,8000,8000,0.053,0.0795,36,244.46,4,"$50,000-74,999",5166.6667,0,Employed,Teacher,95,2,AR,Alma,1,7900,0,0,0,0,0,1,0,FALSE,7,780-799,0.0946,TRUE,0.0946,9333.3333,0,AA
517,12000,12000,0.1179,0.1509,60,271.75,5,"$75,000-99,999",6250,0,Employed,Skilled Labor,42,4,CA,VISALIA,1,4000,0,0,0,0,0,25,0,FALSE,1,660-679,0.1087,TRUE,0.1087,7800,1,B
518,15000,15000,0.053,0.0794,36,458.37,3,"$25,000-49,999",3631.3333,0,Employed,Other,269,35,PA,Northampton,1,18000,0,0,0,0,0,43,0,FALSE,8,800-819,0.4296,TRUE,0.4296,9806.3333,0,AA
519,18000,18000,0.1064,0.1524,36,594.77,5,"$75,000-99,999",7083.3333,0,Employed,Analyst,11,37,SC,Simpsonville,1,12000,0,0,0,0,0,34,0,FALSE,2,680-699,0.1481,TRUE,0.1481,15833.3333,0,A
520,15000,15000,0.0804,0.1258,36,477.28,5,"$75,000-99,999",6917.25,0,Employed,Professional,167,4,CA,Sea Ranch,3,56000,0,0,0,0,0,13,0,FALSE,4,720-739,0.07,TRUE,0.07,12373.9167,0,AA
521,6000,6000,0.1489,0.1826,60,145.56,3,"$25,000-49,999",3916.6667,0,Employed,Tradesman - Plumber,17,32,OH,Westerville,3,34500,0,0,6,6,0,7,0,FALSE,4,720-739,0.0929,TRUE,0.0929,7666.6667,1,B
522,9000,9000,0.0804,0.1258,36,286.37,5,"$75,000-99,999",6333.3333,0,Employed,Truck Driver,411,40,TX,Venus,1,12000,0,0,0,0,0,8,0,FALSE,5,740-759,0.1835,TRUE,0.1835,8416.6667,0,AA
523,12800,12800,0.0894,0.135,36,412.66,4,"$50,000-74,999",4333.3333,0,Employed,Analyst,64,12,IL,Chicago,1,18000,0,0,0,0,0,32,0,FALSE,6,760-779,0.1448,TRUE,0.1448,8666.6667,0,AA
524,25000,25000,0.1115,0.1443,60,558.01,6,"$100,000+",8750,0,Employed,Other,131,43,WA,ARLINGTON,1,15000,0,0,0,0,0,20,0,FALSE,4,720-739,0.2533,TRUE,0.2533,13083.3333,0,A
525,19300,19300,0.2664,0.3031,60,596.74,4,"$50,000-74,999",5000,0,Employed,Professional,35,9,GA,Loganville,2,14000,7805.75,0,0,0,0,23,0,FALSE,2,680-699,0.3189,TRUE,0.3189,8333.3333,2,D
526,13000,13000,0.0804,0.1258,36,413.64,5,"$75,000-99,999",7083.3333,0,Employed,Nurse (RN),3,30,NV,Las Vegas,1,4000,0,0,0,0,0,24,0,FALSE,6,760-779,0.0391,TRUE,0.0391,13333.3333,0,AA
527,25000,25000,0.0804,0.1258,36,795.46,5,"$75,000-99,999",7250,0,Employed,Professional,235,27,NH,Hudson,2,40000,0,0,1,1,0,35,1,FALSE,6,760-779,0.4349,TRUE,0.4349,11583.3333,0,AA
528,15000,15000,0.1898,0.2245,60,397.24,4,"$50,000-74,999",4308.3333,2,Other,Professional,82,8,FL,Old Town,1,10500,0,0,0,0,0,17,0,FALSE,7,780-799,0.3042,TRUE,0.3042,6608.3333,1,C
529,10000,10000,0.154,0.201,36,353.55,2,"$1-24,999",1092.5,2,Other,Sales - Retail,190,5,CO,PONCHA SPRINGS,1,7500,0,0,0,0,0,21,0,FALSE,4,720-739,0.1088,TRUE,0.1088,4840,1,C
530,16000,16000,0.2564,0.3058,36,650.12,4,"$50,000-74,999",4333.3333,0,Employed,Police Officer/Correction Officer,89,40,TX,Round Rock,1,4000,0,0,16,16,0,27,0,FALSE,2,680-699,0.2407,TRUE,0.2407,10750,2,D
531,2000,2000,0.1219,0.1682,36,67.57,3,"$25,000-49,999",3000,0,Employed,Other,121,34,OR,Portland,2,4000,0,0,0,0,0,20,0,FALSE,2,680-699,0.3201,TRUE,0.3201,6000,1,B
532,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",16666.6667,0,Employed,Retail Management,101,28,NJ,Springfield Township,1,11000,0,0,0,0,0,27,0,FALSE,4,720-739,0.1086,TRUE,0.1086,20000,0,AA
533,11000,11000,0.1064,0.1523,36,363.47,4,"$50,000-74,999",4166.6667,1,Self-employed,Skilled Labor,19,3,AZ,surprise,3,24500,0,0,1,1,0,3,0,FALSE,4,720-739,0.24,TRUE,0.24,7500,0,A
534,18000,18000,0.1089,0.1417,60,399.4,6,"$100,000+",10000,0,Employed,Professional,26,15,KY,Richmond,3,52000,0,0,15,2,13,8,0,FALSE,6,760-779,0.0885,TRUE,0.0885,12333.3333,0,A
535,26000,26000,0.1089,0.1417,60,576.91,6,"$100,000+",12500,0,Employed,Police Officer/Correction Officer,179,8,FL,West Palm Beach,1,7000,0,0,13,4,9,35,0,FALSE,3,700-719,0.2824,TRUE,0.2824,13666.6667,0,A
536,7000,7000,0.1179,0.1641,36,235.15,6,"$100,000+",12250,0,Employed,Other,135,4,CA,MURRIETTA,2,25000,0,0,1,1,0,34,0,FALSE,1,660-679,0.1917,TRUE,0.1917,19416.6667,1,B
537,15000,15000,0.1089,0.1417,60,332.83,5,"$75,000-99,999",6833.3333,0,Employed,Skilled Labor,16,31,NY,Bronx,1,12061,0,0,0,0,0,27,0,FALSE,6,760-779,0.06,TRUE,0.06,7813.3333,0,A
538,9999,9999,0.053,0.0795,36,305.55,4,"$50,000-74,999",5179.3333,0,Employed,Flight Attendant,437,31,NY,Cochecton,3,54200,10634.82,0,1,1,0,25,0,FALSE,7,780-799,0.0735,TRUE,0.0735,8076.5,0,AA
539,35000,35000,0.1034,0.1493,36,1151.5,5,"$75,000-99,999",7517.8333,0,Employed,Tradesman - Electrician,160,33,OK,Jenks,2,21000,0,0,0,0,0,6,0,FALSE,5,740-759,0.3543,TRUE,0.3543,16351.1667,0,A
540,25500,25500,0.1115,0.1443,60,569.17,5,"$75,000-99,999",7750,0,Employed,Nurse (RN),41,5,CO,Littleton,1,5000,0,0,0,0,0,24,0,FALSE,3,700-719,0.2753,TRUE,0.2753,11083.3333,0,A
541,25000,25000,0.195,0.2298,60,669.32,6,"$100,000+",10000,0,Employed,Food Service Management,11,17,MA,Marshfield,1,10000,0,0,0,0,0,6,0,FALSE,1,660-679,0.249,TRUE,0.249,15000,1,C
542,35000,35000,0.195,0.2298,60,937.05,6,"$100,000+",9166.6667,0,Employed,Engineer - Electrical,15,9,GA,Newnan,3,61500,0,0,0,0,0,14,0,FALSE,2,680-699,0.3024,TRUE,0.3024,12791.6667,1,C
543,5000,5000,0.2869,0.3371,36,211.41,3,"$25,000-49,999",3416.6667,0,Employed,Police Officer/Correction Officer,41,22,MO,Center,1,4500,0,0,0,0,0,29,0,FALSE,0,640-659,0.2584,TRUE,0.2584,6833.3333,2,E
544,28000,28000,0.0959,0.1416,36,911.26,5,"$75,000-99,999",6416.6667,0,Employed,Nurse (RN),44,14,KS,Wichita,3,43000,6512.16,0,7,7,0,32,0,FALSE,3,700-719,0.3742,TRUE,0.3742,10833.3333,0,A
545,15000,15000,0.1564,0.1903,60,369.89,6,"$100,000+",20833.3333,0,Employed,Professional,73,30,NV,Las Vegas,2,20000,8910.47,0,0,0,0,22,0,FALSE,1,660-679,0.35,TRUE,0.35,25833.3333,1,C
546,25000,25000,0.053,0.0795,36,763.95,4,"$50,000-74,999",5416.6667,0,Employed,Executive,362,40,TX,cIBOLO,2,39000,0,0,1,1,0,29,0,FALSE,9,820-850,0.2063,TRUE,0.2063,10833.3333,0,AA
547,15000,15000,0.0929,0.1254,60,320.85,5,"$75,000-99,999",7070.25,0,Employed,Other,238,25,NC,Raleigh,1,30000,0,0,0,0,0,30,0,FALSE,4,720-739,0.1611,TRUE,0.1611,7683.75,0,A
548,35000,35000,0.2064,0.2416,60,959.51,5,"$75,000-99,999",7629.5833,0,Employed,Retail Management,280,4,CA,Simi Valley,1,30000,0,0,1,1,0,13,0,FALSE,3,700-719,0.3066,TRUE,0.3066,12179.5833,1,C
549,20000,20000,0.0804,0.1258,36,636.37,5,"$75,000-99,999",7550,0,Employed,Executive,3,33,OK,BOSWELL,1,5000,0,0,0,0,0,30,0,FALSE,4,720-739,0.25,TRUE,0.25,14633.3333,0,AA
550,4000,4000,0.0804,0.1258,36,127.27,3,"$25,000-49,999",3416.6667,0,Employed,Professional,27,35,PA,lehighton,2,15000,0,0,0,0,0,5,0,FALSE,5,740-759,0.1872,TRUE,0.1872,6750,0,AA
551,5000,5000,0.154,0.201,36,176.77,4,"$50,000-74,999",5416.6667,0,Employed,Truck Driver,0,8,FL,Kissimmee,1,3000,0,0,0,0,0,3,0,FALSE,1,660-679,0.1479,TRUE,0.1479,7916.6667,1,C
552,12000,12000,0.0969,0.1294,60,259.06,4,"$50,000-74,999",5250,0,Employed,Military Enlisted,106,5,CO,Colorado Springs,1,14500,0,0,0,0,0,7,0,FALSE,6,760-779,0.2013,TRUE,0.2013,7333.3333,0,AA
553,10000,10000,0.1349,0.1683,60,235.23,5,"$75,000-99,999",6250,0,Employed,Skilled Labor,181,5,CO,Longmont,3,30000,0,0,1,1,0,14,0,FALSE,5,740-759,0.3987,TRUE,0.3987,8050,1,B
554,15000,15000,0.0969,0.1294,60,323.82,5,"$75,000-99,999",7250,0,Employed,Other,450,25,NC,Monroe,3,35700,0,0,3,3,0,8,0,FALSE,4,720-739,0.1521,TRUE,0.1521,9000,0,AA
555,20000,20000,0.1059,0.1386,60,440.76,3,"$25,000-49,999",3750,0,Employed,Other,129,40,TX,Fort Worth,1,12200,0,0,0,0,0,38,0,FALSE,8,800-819,0.1542,TRUE,0.1542,9750,0,A
556,5000,5000,0.1489,0.1826,60,121.3,2,"$1-24,999",927.5,0,Employed,Administrative Assistant,216,35,PA,McKeesport,1,3000,0,0,0,0,0,23,0,FALSE,8,800-819,0.26,TRUE,0.26,4089.5,1,B
557,5500,5500,0.1379,0.1845,36,190.09,5,"$75,000-99,999",7000,0,Employed,Analyst,110,37,SC,Goose Creek,2,38000,13564.43,0,1,1,0,45,0,FALSE,3,700-719,0.3144,TRUE,0.3144,11166.6667,1,B
558,8500,8500,0.1279,0.1743,36,289.64,3,"$25,000-49,999",2375,0,Employed,Skilled Labor,50,45,WY,Encampment,1,8000,0,0,0,0,0,9,0,FALSE,0,640-659,0.2559,TRUE,0.2559,3375,1,B
559,15000,15000,0.0959,0.1416,36,488.17,5,"$75,000-99,999",7083.3333,0,Employed,Clergy,59,1,AL,Daphne,2,32000,0,0,1,1,0,25,0,FALSE,1,660-679,0.1608,TRUE,0.1608,10416.6667,0,A
560,7500,7500,0.1219,0.1682,36,253.39,5,"$75,000-99,999",6250,0,Employed,Other,34,8,FL,Poinciana,2,8000,0,0,0,0,0,12,0,FALSE,3,700-719,0.1736,TRUE,0.1736,8750,1,B
561,8000,8000,0.2129,0.2482,60,222.27,3,"$25,000-49,999",4000,0,Employed,Other,205,25,NC,Leland,1,15000,0,0,0,0,0,11,0,FALSE,5,740-759,0.3937,TRUE,0.3937,8000,1,C
562,4500,4500,0.0804,0.1258,36,143.18,3,"$25,000-49,999",3750,0,Employed,Laborer,24,32,OH,Rossford,1,10000,0,0,0,0,0,55,0,FALSE,6,760-779,0.1386,TRUE,0.1386,6666.6667,0,AA
563,32500,32500,0.1115,0.1444,60,725.41,6,"$100,000+",16666.6667,0,Employed,Executive,178,40,TX,FORT WORTH,2,47000,7385.39,0,0,0,0,12,0,FALSE,4,720-739,0.272,TRUE,0.272,22083.3333,0,A
564,6000,6000,0.0804,0.1258,36,190.91,3,"$25,000-49,999",3789.9167,0,Employed,Truck Driver,194,43,WA,Chehalis,3,14000,0,0,1,1,0,17,0,FALSE,5,740-759,0.3203,TRUE,0.3203,8093.4167,0,AA
565,15000,15000,0.1089,0.1417,60,332.83,4,"$50,000-74,999",5475.75,2,Other,Other,195,31,NY,FARMINGTON,2,27000,10714.48,0,0,0,0,36,0,FALSE,9,820-850,0.4782,TRUE,0.4782,6294.25,0,A
566,11000,11000,0.1115,0.1443,60,245.52,4,"$50,000-74,999",4166.6667,2,Other,Accountant/CPA,231,15,KY,Beauty,2,12000,0,0,0,0,0,19,0,FALSE,4,720-739,0.16,TRUE,0.16,4791.6667,0,A
